Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Year
February,02/17/2022,00:09:00,02/17/2022,07:36:00,Louisiana,SERC,System Operations,80,0,2022
February,02/18/2022,07:10:00,02/18/2022,16:25:00,Connecticut,NPCC,Severe Weather,7,7047,2022
February,02/22/2022,11:10:00,02/22/2022,12:15:00,Texas,TRE,Suspicious Activity,0,0,2022
February,02/24/2022,10:25:00,02/24/2022,10:31:00,Texas,TRE,Transmission Interruption,3,1405,2022
February,02/24/2022,01:09:00,02/24/2022,02:59:00,California,WECC,System Operations,246,0,2022
February,02/25/2022,09:31:00,02/25/2022,13:09:00,Texas,TRE,System Operations,0,0,2022
February,02/26/2022,11:15:00,02/26/2022,17:00:00,Washington,WECC,Actual Physical Attack,0,0,2022
February,02/28/2022,09:25:00,02/28/2022,09:26:00,Texas,TRE,Vandalism,0,0,2022
March,03/01/2022,13:43:00,03/01/2022,13:47:00,Indiana,RF,System Operations,0,0,2022
March,03/02/2022,09:26:00,03/02/2022,10:05:00,Carolina,SERC,System Operations,0,0,2022
March,03/05/2022,22:58:00,03/06/2022,19:38:00,Illinois,SERC/RF,System Operations,0,0,2022
March,03/06/2022,02:30:00,03/06/2022,17:00:00,Texas,TRE,Cyber Event,0,0,2022
March,03/08/2022,13:50:00,03/08/2022,14:39:00,Georgia,TRE,System Operations,48,5855,2022
March,03/10/2022,08:51:00,03/10/2022,15:15:00,Nebraska,MRO,Transmission Interruption,0,0,2022
March,03/11/2022,06:35:00,03/11/2022,07:00:00,Texas,TRE,Suspicious Activity,0,0,2022
March,03/13/2022,22:15:00,03/13/2022,22:38:00,Minnesota,MRO,Vandalism,0,0,2022
March,03/14/2022,09:30:00,03/14/2022,10:45:00,Texas,TRE,Vandalism,0,0,2022
March,03/15/2022,18:53:00,03/15/2022,20:33:00,California,WECC,Vandalism,10,3958,2022
March,03/15/2022,11:11:00,03/15/2022,11:47:00,Maine,NPCC,System Operations,0,0,2022
March,03/16/2022,11:28:00,03/16/2022,11:29:00,California,WECC,Vandalism,0,0,2022
March,03/17/2022,12:59:00,44641,16:38:00,Carolina,SERC,Actual Physical Attack/Vandalism,0,0,2022
March,03/20/2022,17:52:00,03/20/2022,22:20:00,Minnesota,MRO,System Operations,0,0,2022
March,03/22/2022,21:04:00,03/22/2022,21:08:00,Maryland,RF,Suspicious Activity,0,0,2022
March,03/22/2022,00:06:00,03/22/2022,04:29:00,Dakota,MRO,Transmission Interruption,0,0,2022
March,03/25/2022,20:46:00,03/25/2022,22:48:00,Maine,NPCC,System Operations,0,0,2022
March,03/29/2022,16:34:00,03/30/2022,15:25:00,Vermont,NPCC,Vandalism,0,0,2022
March,03/31/2022,08:59:00,04/01/2022,19:30:00,Michigan,RF,Severe Weather,60,70000,2022
March,03/31/2022,00:04:00,03/31/2022,09:20:00,Georgia,SERC,Severe Weather,157,22000,2022
April,04/05/2022,04:40:00,04/05/2022,17:21:00,Missouri,SERC/RF,System Operations,73,16299,2022
April,04/11/2022,09:15:00,04/13/2022,08:00:00,Oregon,WECC,Severe Weather,3140,73717,2022
April,04/11/2022,21:37:00,04/11/2022,22:14:00,California,WECC,Actual Physical Attack,2,1337,2022
April,04/11/2022,20:33:00,04/11/2022,20:40:00,Maryland,RF,Suspicious Activity,0,0,2022
April,04/11/2022,20:33:00,04/11/2022,20:40:00,Maryland,RF,Suspicious Activity,0,0,2022
April,04/12/2022,17:42:00,04/12/2022,18:38:00,Arkansas,SERC,Actual Physical Attack,0,0,2022
April,04/13/2022,22:04:00,04/14/2022,00:02:00,Louisiana,SERC,System Operations,7,2429,2022
April,04/14/2022,05:59:00,04/14/2022,06:13:00,California,WECC,Transmission Interruption,164,262268,2022
April,04/16/2022,05:30:00,04/16/2022,11:38:00,California,WECC,System Operations,0,0,2022
April,04/16/2022,22:55:00,04/16/2022,22:57:00,Pennsylvania,RF,Suspicious Activity,0,0,2022
April,04/23/2022,15:38:00,04/24/2022,04:00:00,Dakota,MRO,Severe Weather,480,18430,2022
April,04/23/2022,19:42:00,04/24/2022,16:17:00,Iowa,SERC/MRO,Severe Weather,43,22400,2022
April,04/26/2022,08:54:00,04/26/2022,08:55:00,California,WECC,Vandalism,0,0,2022
April,04/29/2022,07:05:00,04/29/2022,07:06:00,California,WECC,Vandalism,0,0,2022
May,05/03/2022,06:42:00,05/03/2022,13:59:00,Hampshire,NPCC,Vandalism,0,0,2022
May,05/03/2022,00:17:00,05/04/2022,12:00:00,Louisiana,SERC,Actual Physical Attack,0,0,2022
May,05/06/2022,03:02:00,05/06/2022,03:34:00,Michigan,RF,Fuel Supply Deficiency,0,0,2022
May,05/09/2022,16:25:00,05/09/2022,17:10:00,Texas,TRE,Vandalism,0,0,2022
May,05/09/2022,16:25:00,05/09/2022,17:10:00,Texas,TRE,Vandalism,0,0,2022
May,05/11/2022,10:00:00,05/11/2022,10:01:00,Iowa,MRO,Vandalism,0,0,2022
May,05/12/2022,14:58:00,05/12/2022,14:59:00,Mississippi,SERC,Actual Physical Attack/Vandalism,0,0,2022
May,05/12/2022,14:58:00,05/12/2022,14:59:00,Mississippi,SERC,Actual Physical Attack/Vandalism,0,0,2022
May,05/12/2022,01:00:00,05/12/2022,01:10:00,Texas,TRE,Suspicious Activity,0,0,2022
May,05/12/2022,10:44:00,05/12/2022,13:34:00,Missouri,SERC,Transmission Interruption,800,0,2022
May,05/14/2022,15:05:00,05/14/2022,16:30:00,Texas,TRE,System Operations,0,0,2022
May,05/15/2022,21:00:00,05/15/2022,21:10:00,Pennsylvania,RF,Suspicious Activity,0,0,2022
May,05/15/2022,21:00:00,05/15/2022,21:10:00,Pennsylvania,RF,Suspicious Activity,0,0,2022
May,05/16/2022,05:00:00,05/16/2022,05:01:00,California,WECC,Vandalism,0,0,2022
May,05/16/2022,16:03:00,05/16/2022,19:32:00,Arizona,WECC,System Operations,0,0,2022
May,05/18/2022,17:00:00,05/31/2022,12:00:00,Mexico,WECC,Fuel Supply Deficiency,560,0,2022
May,05/18/2022,11:00:00,05/18/2022,16:34:00,Idaho,WECC,Vandalism,0,0,2022
May,05/18/2022,15:30:00,05/18/2022,16:30:00,Pennsylvania,RF,Suspicious Activity,0,0,2022
May,05/20/2022,17:26:00,05/20/2022,17:33:00,York,NPCC,Transmission Interruption,0,0,2022
May,05/21/2022,21:53:00,05/22/2022,00:28:00,Missouri,SERC,Actual Physical Attack,0,0,2022
May,05/22/2022,22:40:00,05/22/2022,23:16:00,Maine,NPCC,System Operations,0,0,2022
May,05/25/2022,06:42:00,05/25/2022,06:43:00,California,WECC,Actual Physical Attack,0,0,2022
May,05/27/2022,07:56:00,05/27/2022,08:38:00,Arizona,WECC,System Operations,0,0,2022
May,05/27/2022,05:19:00,05/27/2022,06:00:00,Ohio,RF,Suspicious Activity,0,0,2022
May,05/29/2022,16:41:00,05/31/2022,11:29:00,Pennsylvania,RF,Transmission Interruption,0,0,2022
May,05/29/2022,01:18:00,05/29/2022,01:50:00,Pennsylvania,RF,System Operations,0,0,2022
May,05/30/2022,14:10:00,05/31/2022,05:58:00,California,WECC,System Operations,0,0,2022
May,05/31/2022,13:58:00,05/31/2022,13:59:00,Texas,TRE,Vandalism,0,0,2022
June,06/01/2022,10:47:00,06/01/2022,10:48:00,Utah,WECC,Vandalism,0,0,2022
June,06/03/2022,03:48:00,06/03/2022,03:49:00,Georgia,SERC,Vandalism,0,0,2022
June,06/04/2022,12:59:00,06/05/2022,02:15:00,Texas,TRE,Generation Inadequacy,0,0,2022
June,06/06/2022,10:21:00,06/06/2022,10:24:00,California,WECC,System Operations,13,4000,2022
June,06/09/2022,02:33:00,06/09/2022,06:49:00,Texas,TRE,Suspicious Activity,0,0,2022
June,06/09/2022,07:00:00,06/09/2022,07:05:00,Oregon,WECC,Vandalism,0,0,2022
June,06/10/2022,12:08:00,06/10/2022,21:30:00,Texas,TRE,Actual Physical Attack/Vandalism,0,0,2022
June,06/10/2022,20:27:00,06/10/2022,21:30:00,California,WECC,System Operations,100,39094,2022
June,06/12/2022,23:30:00,06/13/2022,23:30:00,Ohio,SERC/RF,Severe Weather/Transmission Interruption,14000,100000,2022
June,06/13/2022,23:54:00,06/14/2022,00:45:00,Michigan,RF,System Operations,0,0,2022
June,06/14/2022,00:00:00,06/14/2022,06:00:00,Washington,WECC,Actual Physical Attack/Vandalism,0,0,2022
June,06/15/2022,10:45:00,06/15/2022,13:45:00,Michigan,RF,System Operations,0,0,2022
June,06/16/2022,03:51:00,06/16/2022,06:30:00,Washington,WECC,Suspicious Activity,35,7500,2022
June,06/20/2022,12:54:00,06/20/2022,14:23:00,Minnesota,MRO,System Operations,0,15604,2022
June,06/23/2022,12:41:00,06/23/2022,13:41:00,Jersey,NPCC,Suspicious Activity,0,0,2022
June,06/26/2022,17:05:00,06/26/2022,22:42:00,Nevada,WECC,Vandalism,0,0,2022
June,06/27/2022,17:07:00,06/28/2022,01:42:00,Michigan,RF/MRO,System Operations,0,0,2022
June,06/27/2022,14:26:00,06/28/2022,03:56:00,Texas,TRE,Severe Weather,14,2491,2022
June,06/27/2022,06:21:00,06/27/2022,07:26:00,Texas,TRE,System Operations,0,0,2022
June,06/28/2022,09:27:00,06/28/2022,10:42:00,Texas,TRE,System Operations,0,0,2022
June,06/28/2022,09:39:00,06/28/2022,09:40:00,Kentucky,SERC,Suspicious Activity,0,0,2022
June,06/30/2022,19:58:00,06/30/2022,20:50:00,Michigan,RF,System Operations,0,0,2022
July,07/03/2022,10:30:00,07/03/2022,10:40:00,California,WECC,Vandalism,0,0,2022
July,07/03/2022,05:18:00,07/03/2022,08:24:00,Oklahoma,MRO,Vandalism,0,0,2022
July,07/05/2022,08:00:00,07/05/2022,08:06:00,Washington,WECC,Actual Physical Attack,0,0,2022
July,07/05/2022,20:46:00,07/05/2022,21:40:00,Iowa,RF/SERC,System Operations,0,0,2022
July,07/06/2022,16:23:00,07/06/2022,16:35:00,Virginia,SERC,Suspicious Activity,0,0,2022
July,07/06/2022,06:18:00,07/06/2022,06:19:00,Kentucky,SERC,Vandalism,0,0,2022
July,07/06/2022,12:40:00,07/06/2022,12:41:00,Utah,WECC,Vandalism,0,0,2022
July,07/12/2022,10:45:00,07/12/2022,11:00:00,Washington,WECC,Actual Physical Attack,0,0,2022
July,07/13/2022,10:00:00,07/13/2022,13:00:00,Colorado,WECC,Vandalism,0,0,2022
July,07/15/2022,07:10:00,07/15/2022,07:11:00,Nebraska,MRO,Actual Physical Attack,0,0,2022
July,07/18/2022,13:09:00,07/18/2022,13:11:00,Oregon,WECC,Vandalism,0,0,2022
July,07/19/2022,15:42:00,07/19/2022,16:12:00,Florida,SERC,System Operations,0,0,2022
July,07/19/2022,15:42:00,07/19/2022,16:12:00,Florida,SERC,System Operations,0,0,2022
July,07/25/2022,00:38:00,07/25/2022,13:46:00,Pennsylvania,RF,Transmission Interruption,0,0,2022
July,07/26/2022,06:38:00,07/26/2022,12:57:00,Texas,TRE,System Operations,0,0,2022
July,07/26/2022,21:00:00,07/26/2022,21:20:00,Pennsylvania,RF,Suspicious Activity,0,0,2022
July,07/28/2022,19:25:00,07/28/2022,22:41:00,California,WECC,Actual Physical Attack,0,0,2022
July,07/29/2022,02:00:00,07/29/2022,02:01:00,Pennsylvania,RF,Suspicious Activity,0,0,2022
July,07/30/2022,19:35:00,08/01/2022,13:17:00,California,WECC,System Operations,0,0,2022
July,07/31/2022,06:36:00,07/31/2022,07:13:00,York,NPCC,System Operations,0,0,2022
August,08/01/2022,09:44:00,08/01/2022,09:45:00,Georgia,SERC,Vandalism,0,0,2022
August,08/01/2022,08:03:00,08/01/2022,09:00:00,California,WECC,Actual Physical Attack,0,0,2022
August,08/03/2022,02:00:00,08/03/2022,03:07:00,Texas,TRE,Suspicious Activity,0,0,2022
August,08/05/2022,14:52:00,08/05/2022,16:41:00,Washington,WECC,Vandalism,0,0,2022
August,08/05/2022,02:00:00,08/05/2022,06:30:00,Washington,WECC,Actual Physical Attack,3,350,2022
August,08/09/2022,15:18:00,08/09/2022,15:19:00,Washington,WECC,Vandalism,0,0,2022
August,08/09/2022,02:29:00,08/09/2022,03:00:00,Missouri,SERC,System Operations,0,0,2022
August,08/09/2022,12:12:00,08/09/2022,13:08:00,Florida,SERC,System Operations,0,0,2022
August,08/09/2022,12:12:00,08/09/2022,13:08:00,Florida,SERC,System Operations,0,0,2022
August,08/10/2022,01:25:00,08/10/2022,01:30:00,Arkansas,SERC,Severe Weather,24,0,2022
August,08/10/2022,15:00:00,08/10/2022,15:01:00,Alabama,SERC,Vandalism,0,0,2022
August,08/12/2022,14:46:00,08/12/2022,14:47:00,Georgia,SERC,Vandalism,0,0,2022
August,08/15/2022,23:43:00,08/16/2022,07:14:00,Wyoming,WECC/MRO,Transmission Interruption,0,5000,2022
August,08/15/2022,09:08:00,08/15/2022,09:10:00,Nevada,WECC,Vandalism,0,0,2022
August,08/19/2022,17:40:00,08/19/2022,17:41:00,Massachusetts,NPCC,Actual Physical Attack,0,0,2022
August,08/19/2022,22:00:00,08/20/2022,11:30:00,Washington,WECC,Cyber Event,0,0,2022
August,08/22/2022,09:47:00,08/22/2022,09:48:00,California,WECC,Vandalism,0,0,2022
August,08/22/2022,12:46:00,08/22/2022,13:09:00,Texas,TRE,System Operations,24,6385,2022
August,08/22/2022,20:40:00,08/22/2022,21:57:00,Texas,TRE,Severe Weather,0,0,2022
August,08/24/2022,14:20:00,08/24/2022,14:21:00,California,WECC,Vandalism,0,0,2022
August,08/25/2022,00:59:00,08/25/2022,01:00:00,California,WECC,Vandalism,0,0,2022
August,08/25/2022,00:59:00,08/25/2022,01:00:00,California,WECC,Vandalism,0,0,2022
August,08/26/2022,11:09:00,08/26/2022,11:10:00,California,WECC,Vandalism,0,0,2022
August,08/27/2022,02:21:00,08/27/2022,19:14:00,Maine,NPCC,System Operations,0,0,2022
August,08/28/2022,04:59:00,08/28/2022,06:06:00,York,NPCC,System Operations,0,0,2022
August,08/29/2022,10:45:00,08/29/2022,11:45:00,Texas,TRE,Suspicious Activity,0,0,2022
August,08/31/2022,09:58:00,08/31/2022,12:15:00,Florida,SERC,Vandalism,10,3000,2022
September,09/01/2022,15:00:00,09/01/2022,21:00:00,California,WECC,Severe Weather,242,44000,2022
September,09/04/2022,18:50:00,09/05/2022,02:45:00,California,WECC,Cyber Event,0,0,2022
September,09/06/2022,16:30:00,09/07/2022,00:30:00,California,WECC,Vandalism,0,0,2022
September,09/06/2022,06:00:00,09/06/2022,06:22:00,Texas,TRE,Suspicious Activity,0,0,2022
September,09/06/2022,16:00:00,09/06/2022,21:00:00,California,WECC,Severe Weather,272,44000,2022
September,09/06/2022,17:00:00,09/06/2022,20:00:00,Nevada,WECC,System Operations,8800,1300000,2022
September,09/07/2022,13:45:00,09/07/2022,19:00:00,Florida,SERC,Cyber Event,0,0,2022
September,09/07/2022,17:00:00,09/07/2022,20:00:00,Nevada,WECC,System Operations,8600,1300000,2022
September,09/07/2022,16:00:00,09/07/2022,21:00:00,California,WECC,Severe Weather,257,44000,2022
September,09/08/2022,11:54:00,09/08/2022,21:00:00,California,WECC,Severe Weather,258,44000,2022
September,09/08/2022,17:00:00,09/08/2022,20:00:00,Nevada,WECC,System Operations,8250,1300000,2022
September,09/09/2022,16:00:00,09/09/2022,21:00:00,California,WECC,Severe Weather,257,44000,2022
September,09/11/2022,18:19:00,09/11/2022,22:28:00,Texas,TRE,Transmission Interruption,0,0,2022
September,09/13/2022,19:55:00,09/13/2022,20:01:00,Texas,TRE,Severe Weather,0,0,2022
September,09/15/2022,19:52:00,09/15/2022,21:31:00,Texas,TRE,Transmission Interruption,0,0,2022
September,09/16/2022,18:30:00,09/16/2022,23:15:00,Oregon,WECC,Transmission Interruption,0,0,2022
September,09/16/2022,18:00:00,09/16/2022,18:01:00,Utah,WECC,Suspicious Activity,0,0,2022
September,09/22/2022,10:02:00,09/22/2022,11:00:00,California,WECC,Vandalism,1,0,2022
September,09/23/2022,10:10:00,09/23/2022,11:00:00,California,WECC,Vandalism,2,0,2022
September,09/27/2022,08:42:00,09/27/2022,10:00:00,California,WECC,Vandalism,1,0,2022
September,09/28/2022,18:00:00,09/30/2022,15:20:00,Florida,SERC,Severe Weather,1000,116937,2022
September,09/29/2022,04:00:00,10/03/2022,00:00:00,Florida,SERC,Severe Weather,0,0,2022
September,09/30/2022,11:00:00,09/30/2022,12:00:00,California,WECC,Vandalism,2,0,2022
October,10/03/2022,06:00:00,10/04/2022,07:00:00,Alabama,SERC,Suspicious activity,0,0,2022
October,10/03/2022,13:45:00,10/03/2022,14:30:00,California,WECC,Vandalism,1,0,2022
October,10/08/2022,16:23:00,10/08/2022,16:50:00,York,NPCC,Suspicious activity,100,0,2022
October,10/13/2022,10:00:00,10/13/2022,11:00:00,California,WECC,Vandalism,1,0,2022
October,10/15/2022,09:52:00,10/15/2022,10:23:00,Arizona,WECC,System Operations,0,0,2022
October,10/15/2022,20:04:00,10/18/2022,16:03:00,Louisiana,SERC,System Operations,69,16225,2022
October,10/21/2022,11:15:00,10/21/2022,11:18:00,California,WECC,Suspicious activity,0,0,2022
October,10/24/2022,00:00:00,10/28/2022,00:00:00,Massachusetts,NPCC,Cyber Event,0,0,2022
October,10/24/2022,16:29:00,10/24/2022,18:05:00,Texas,TRE/WECC,System Operations,34,7551,2022
October,10/26/2022,19:32:00,10/26/2022,20:38:00,Texas,TRE,System Operations,0,0,2022
October,10/28/2022,14:16:00,10/28/2022,15:00:00,California,WECC,Vandalism,2,0,2022
November,11/02/2022,15:11:00,11/02/2022,15:25:00,Texas,TRE,Suspicious Activity,0,0,2022
November,11/03/2022,12:07:00,11/03/2022,14:24:00,Washington,WECC,Transmission Interruption,0,0,2022
November,11/08/2022,15:48:00,11/08/2022,16:21:00,Texas,TRE,Transmission Interruption,0,0,2022
November,11/10/2022,11:07:00,11/10/2022,12:00:00,Arkansas,SERC,Generation Inadequacy,0,0,2022
November,11/11/2022,01:41:00,11/14/2022,14:00:00,Ohio,RF,Actual Physical Attack/Vandalism,7,1775,2022
November,11/15/2022,10:17:00,11/15/2022,11:06:00,Massachusetts,NPCC,System Operations,0,0,2022
November,11/15/2022,01:00:00,11/15/2022,06:00:00,Oregon,WECC,Vandalism,0,0,2022
November,11/18/2022,04:30:00,11/18/2022,04:59:00,Washington,WECC,Actual Physical Attack/Vandalism,3,1454,2022
November,11/22/2022,10:01:00,11/22/2022,10:43:00,Maine,NPCC,System Operations,0,0,2022
November,11/23/2022,07:03:00,11/23/2022,08:57:00,Texas,TRE,Suspicious Activity,0,0,2022
November,11/23/2022,10:15:00,11/23/2022,14:09:00,Washington,WECC,Actual Physical Attack/Vandalism,0,0,2022
November,11/23/2022,12:46:00,11/23/2022,13:19:00,Michigan,RF,System Operations,0,0,2022
November,11/24/2022,01:40:00,11/24/2022,01:45:00,Oregon,WECC,Vandalism,0,0,2022
November,11/25/2022,05:00:00,11/25/2022,08:00:00,California,WECC,Actual Physical Attack/Vandalism,0,0,2022
November,11/27/2022,17:28:00,11/27/2022,23:58:00,Maryland,RF,Transmission Interruption,190,87500,2022
November,11/30/2022,18:45:00,12/02/2022,04:00:00,Maine,NPCC,Severe Weather,113,113000,2022
November,11/30/2022,02:37:00,11/30/2022,06:10:00,York,NPCC,System Operations,0,0,2022
November,11/30/2022,03:35:00,11/30/2022,09:10:00,Alabama,SERC,Severe Weather,386,54110,2022
December,12/05/2022,18:20:00,12/05/2022,18:55:00,Pennsylvania,RF,Suspicious Activity,0,0,2022
December,12/05/2022,09:00:00,12/05/2022,13:00:00,York,NPCC,Vandalism,0,0,2022
December,12/06/2022,08:26:00,12/06/2022,08:30:00,Kentucky,SERC,Vandalism,0,0,2022
December,12/06/2022,00:00:00,12/06/2022,00:01:00,Georgia,SERC,Suspicious Activity,0,0,2022
December,12/06/2022,00:00:00,12/06/2022,00:01:00,Georgia,SERC,Suspicious Activity,0,0,2022
December,12/07/2022,13:35:00,12/07/2022,13:40:00,Illinois,SERC/RF,Suspicious Activity,0,0,2022
December,12/07/2022,16:42:00,12/07/2022,21:00:00,Carolina,SERC,Suspicious Activity,0,0,2022
December,12/10/2022,01:14:00,12/10/2022,02:02:00,Massachusetts,NPCC,Transmission Interruption,0,0,2022
December,12/10/2022,11:00:00,12/12/2022,06:00:00,Missouri,SERC,Suspicious Activity,0,0,2022
December,12/13/2022,23:59:00,12/14/2022,03:39:00,Washington,WECC,Vandalism,10,583,2022
December,12/14/2022,10:42:00,12/14/2022,12:05:00,Florida,SERC,System Operations,0,0,2022
December,12/15/2022,05:30:00,12/15/2022,05:31:00,Utah,WECC,Vandalism,0,0,2022
December,12/17/2022,19:45:00,12/17/2022,19:46:00,Texas,TRE,Suspicious Activity,0,0,2022
December,12/22/2022,21:04:00,12/22/2022,21:42:00,Texas,TRE,System Operations,0,0,2022
December,12/23/2022,06:04:00,12/23/2022,06:40:00,Texas,TRE,Suspicious Activity,0,0,2022
December,12/23/2022,03:03:00,12/23/2022,12:30:00,Alabama,SERC,Severe Weather,236,33010,2022
December,12/23/2022,07:19:00,12/23/2022,07:41:00,Missouri,SERC,Severe Weather,0,0,2022
December,12/24/2022,06:15:00,12/25/2022,09:00:00,Carolina,SERC,Severe Weather,4615,17600,2022
December,12/24/2022,06:35:00,12/24/2022,16:10:00,Carolina,SERC,System Operations,960,130000,2022
December,12/24/2022,04:45:00,12/24/2022,15:45:00,Carolina,SERC,Severe Weather,1000,295000,2022
December,12/24/2022,09:00:00,12/24/2022,11:15:00,Alabama,SERC,Severe Weather,160,22436,2022
December,12/25/2022,19:25:00,12/25/2022,20:07:00,Washington,WECC,Vandalism,32,13500,2022
December,12/25/2022,02:42:00,12/25/2022,04:55:00,Washington,WECC,Vandalism,14,8000,2022
December,12/27/2022,08:00:00,12/27/2022,08:30:00,Washington,WECC,Vandalism,0,0,2022
December,12/27/2022,13:30:00,12/27/2022,21:16:00,California,WECC,Vandalism,0,0,2022
December,12/27/2022,20:40:00,12/27/2022,20:41:00,Washington,WECC,Severe Weather,11,11600,2022
December,12/27/2022,07:20:00,12/27/2022,11:22:00,California,WECC,Vandalism,0,0,2022
December,12/29/2022,13:14:00,12/29/2022,13:55:00,Washington,WECC,Vandalism,0,0,2022
December,12/30/2022,05:25:00,12/30/2022,14:17:00,Oregon,WECC,Transmission Interruption,0,0,2022
